X,Y,Slope_UTM,TWI_UTM,Flowlog_UT,RiverDist_,RiverDC_UT,DEMC_UTM,population_density,road_density,latitude,longitude,lat,lon
561795.651609661,2076556.58898687,0.51,11.37353,1.69634,443.48083,0.38851,1.0,0.0131,0.00765,18.779724933625385,105.5863572650269,18.779724933625385,105.5863572650269
561797.714586124,2075816.22464942,0.0,0.0,0.0,653.79565,0.0,7.0,0.06061,0.00518,18.77303388343079,105.58635369859876,18.77303388343079,105.58635369859876
561800.112430716,2076309.50909836,1.3188,8.95097,0.88756,399.73007,0.38373,5.0,2.33272,0.00858,18.777491834847115,105.58639186653822,18.777491834847115,105.58639186653822
561801.439196551,2076040.39465239,1.60608,9.00068,0.70283,494.12207,0.0246,6.0,1.48408,0.00703,18.77505969313031,105.58639604331566,18.77505969313031,105.58639604331566
561803.458520226,2078336.68310898,0.0,0.0,0.0,44.4791,24.64576,3.0,0.0,0.00699,18.795812152249045,105.58648702228886,18.795812152249045,105.58648702228886
561805.840496814,2078102.77601812,0.0,0.0,0.0,53.93883,22.71409,6.0,0.13043,0.00698,18.79369816716118,105.58650230494735,18.79369816716118,105.58650230494735
561813.651542752,2077980.42506522,0.74425,7.48854,0.55753,167.47118,18.27507,5.0,0.78166,0.00759,18.79259219854278,105.5865725952743,18.79259219854278,105.5865725952743
561817.05917542,2076644.09331776,1.87507,6.60944,0.45709,496.94031,0.05848,4.0,0.0,0.00705,18.780515109761502,105.58656312254385,18.780515109761502,105.58656312254385
561818.107939475,2076186.00425131,0.95414,8.56288,0.64476,433.2601,0.11501,6.0,2.97403,0.00808,18.776375133016632,105.58655874911845,18.776375133016632,105.58655874911845
561831.805557116,2076101.30964405,0.55638,5.57839,0.29915,487.36356,0.02307,7.0,2.27982,0.00758,18.77560930371418,105.58668606482554,18.77560930371418,105.58668606482554
561832.580473246,2078338.08442646,0.0,0.0,0.0,38.89584,25.14364,3.0,0.0,0.00728,18.79582394828865,105.58676340968776,18.79582394828865,105.58676340968776
561833.364669652,2078363.09258948,0.9619,6.21933,0.30103,32.3633,25.07545,3.0,0.0,0.00722,18.796049933865447,105.5867716341327,18.796049933865447,105.5867716341327
561834.511733205,2077634.10893967,1.88094,5.47644,0.29532,262.47769,5.8782,7.0,0.15967,0.0085,18.7894617750429,105.58675969687975,18.7894617750429,105.58675969687975
561838.293128065,2077543.48871299,1.87527,11.7968,1.72119,264.46533,4.19078,3.0,0.0,0.00767,18.788642689787743,105.58679274136173,18.788642689787743,105.58679274136173
561842.768115038,2076012.50962876,0.60169,5.43884,0.30387,541.75641,0.0,7.0,0.92257,0.00688,18.77480645344422,105.5867873008177,18.77480645344422,105.5867873008177
561843.039911258,2077065.65109983,1.20571,9.76047,0.90355,575.40375,0.0,5.0,0.0,0.00481,18.78432413067924,105.58682282695572,18.78432413067924,105.58682282695572
561847.377003975,2075858.56796851,0.0,0.0,0.0,648.79242,0.0,6.0,0.02932,0.00543,18.77341507937814,105.58682621526755,18.77341507937814,105.58682621526755
561852.097883228,2076525.57008512,2.18276,7.31275,0.55724,488.79416,0.03958,3.0,0.22919,0.00808,18.779442921187638,105.5868918725904,18.779442921187638,105.5868918725904
561854.323494922,2077872.86225711,1.61314,5.87984,0.21702,204.96756,11.89796,6.0,1.07555,0.00878,18.791618896559722,105.5869551631353,18.791618896559722,105.5869551631353
561865.205438043,2076746.633217,0.94759,7.14672,0.58506,569.30383,0.0,7.0,0.0,0.00553,18.78144037135766,105.58702315932504,18.78144037135766,105.58702315932504
561868.806035047,2077272.29015712,1.49984,8.2359,0.90793,427.17377,0.32533,5.0,0.0,0.00585,18.786190845942958,105.5870737794905,18.786190845942958,105.5870737794905
561871.20893578,2076588.78624396,1.48992,8.9536,1.07044,525.39856,0.0,3.0,0.05786,0.00746,18.780013662697122,105.58707518194882,18.780013662697122,105.58707518194882
